id,topic,subtopic,case_context,additional_context,question,marks,acceptable_answers,feedback,generated_at
SAQ_C7211E14_Q1,H. Prescribing,Sustainable prescribing (linked to 'Asthma / Sustainable healthcare' - EYGP session 4),A 62-year-old man presents to his GP for a review of his asthma and chronic knee pain caused by osteoarthritis. He is currently prescribed a salbutamol metered-dose inhaler (MDI) and an oral strong opiate.,,"Name the specific class of greenhouse gases used as propellants in Metered Dose Inhalers (MDIs) that contribute to their high carbon footprint, and state the alternative type of inhaler device that does not require these propellants.",2,"[""Hydrofluoroalkanes (HFAs) and Dry Powder Inhaler (DPI)"", ""HFAs and Dry Powder Inhaler"", ""Hydrofluoroalkanes and DPI"", ""Fluorinated gases and Dry Powder Inhaler""]","[Subtopic: Sustainable prescribing (linked to 'Asthma / Sustainable healthcare' - EYGP session 4)] MDIs use hydrofluoroalkanes (HFAs) as propellants, which are potent greenhouse gases. Dry Powder Inhalers (DPIs) do not use propellants and generally have a much lower environmental impact.",2026-05-16T10:22:34.311043
SAQ_C7211E14_Q2,H. Prescribing,Drugs associated with dependence and withdrawal symptoms (linked to 'Osteoarthritis / Chronic pain - EYGP session 11),A 62-year-old man presents to his GP for a review of his asthma and chronic knee pain caused by osteoarthritis. He is currently prescribed a salbutamol metered-dose inhaler (MDI) and an oral strong opiate.,The patient reports that his opiate medication is no longer as effective at relieving his pain as it was six months ago.,"State the physiological term used to describe the requirement for increasing doses of a drug to achieve the same effect, and name the cellular process involving receptors that typically underlies this phenomenon.",2,"[""Tolerance and Downregulation"", ""Tolerance and Receptor downregulation"", ""Tolerance and Internalisation"", ""Tolerance and Receptor internalisation""]","[Subtopic: Drugs associated with dependence and withdrawal symptoms (linked to 'Osteoarthritis / Chronic pain - EYGP session 11)] Tolerance occurs when the body's response to a drug decreases over time, often due to the downregulation or internalisation of receptors in response to chronic stimulation.",2026-05-16T10:22:34.311050
SAQ_C7211E14_Q3,H. Prescribing,Use of FP10 prescriptions in Primary Care (linked to 'Generalism and holistic patient care' - EYGP session 1),A 62-year-old man presents to his GP for a review of his asthma and chronic knee pain caused by osteoarthritis. He is currently prescribed a salbutamol metered-dose inhaler (MDI) and an oral strong opiate.,The GP decides to issue a new FP10 prescription for the patient's medications.,"According to UK legal requirements for a valid prescription, name TWO patient-specific identifiers that must be present on the FP10 form.",2,"[""Patient name and Patient address"", ""Name and Address"", ""Patient's name and address""]","[Subtopic: Use of FP10 prescriptions in Primary Care (linked to 'Generalism and holistic patient care' - EYGP session 1)] For a prescription to be legally valid for dispensing, it must include the patient's name, the patient's address, the prescriber's name/address/signature, the date, and the particulars of the drug (name, dose, strength, quantity).",2026-05-16T10:22:34.311052
SAQ_C7211E14_Q4,H. Prescribing,Routes of drug administration and medicine formulations (linked to 'Ischaemic heart disease / Health inequalities' - EYGP session 3),A 62-year-old man presents to his GP for a review of his asthma and chronic knee pain caused by osteoarthritis. He is currently prescribed a salbutamol metered-dose inhaler (MDI) and an oral strong opiate.,,"Classify the salbutamol inhaler's route of administration in terms of its intended site of action (local or systemic), and name the specific level of the lower respiratory tract it primarily targets to produce bronchodilation.",2,"[""Local and Bronchi"", ""Local and Bronchioles"", ""Local and Small airways""]",[Subtopic: Routes of drug administration and medicine formulations (linked to 'Ischaemic heart disease / Health inequalities' - EYGP session 3)] Inhaled medications for asthma are intended for local administration to act directly on the smooth muscle of the bronchi and bronchioles.,2026-05-16T10:22:34.311054
SAQ_C7211E14_Q5,H. Prescribing,Adherence and non-adherence (linked to 'Chronic kidney disease (CKD) / Accessing healthcare for non-English speaking populations' - EYGP session 9),A 62-year-old man presents to his GP for a review of his asthma and chronic knee pain caused by osteoarthritis. He is currently prescribed a salbutamol metered-dose inhaler (MDI) and an oral strong opiate.,"During the consultation, the patient mentions that he frequently forgets to take his evening doses of medication because he gets distracted by the television.",Classify this specific type of non-adherence and state one practical strategy (other than education) that could be used to help the patient remember his doses.,2,"[""Unintentional non-adherence and Alarms"", ""Unintentional non-adherence and Dosette boxes"", ""Unintentional non-adherence and Multi-compartment compliance aids"", ""Unintentional non-adherence and Linking to daily routine"", ""Unintentional and Pill boxes"", ""Unintentional and Reminders""]","[Subtopic: Adherence and non-adherence (linked to 'Chronic kidney disease (CKD) / Accessing healthcare for non-English speaking populations' - EYGP session 9)] Unintentional non-adherence occurs when a patient wants to follow the treatment plan but is prevented by barriers like forgetfulness. Strategies include reminders (alarms), multi-compartment compliance aids (dosette boxes), or habit-stacking (linking medication to a routine like brushing teeth).",2026-05-16T10:22:34.311055
SAQ_0E6B8411_Q1,I. Public health,Three pillars of public health,"A local GP practice in an urban area is reviewing their population health data. They observe that the community has high rates of respiratory illness, poor housing quality, and low uptake of seasonal vaccinations.","To address these issues, the practice works with the regional Public Health England (or equivalent) team, which operates across three main pillars of public health.","Name the specific pillar of public health that focuses on protecting the population from infectious diseases, chemicals, and environmental hazards, such as the management of a local tuberculosis outbreak.",2,"[""Health protection"", ""Protection""]","[Subtopic: Three pillars of public health] The three pillars of public health are health protection, health improvement, and health services. Health protection involves responding to infectious diseases and environmental hazards.",2026-05-16T10:22:54.210656
SAQ_0E6B8411_Q2,I. Public health,Address social determinants of health,"A local GP practice in an urban area is reviewing their population health data. They observe that the community has high rates of respiratory illness, poor housing quality, and low uptake of seasonal vaccinations.",,"What is the term used to describe the systematic, avoidable, and unfair differences in health status and outcomes between different groups of people, often driven by the conditions in which they are born and live?",2,"[""Health inequities"", ""Health inequalities"", ""Health inequity"", ""Health inequality""]","[Subtopic: Address social determinants of health] Health inequities are unfair and avoidable differences in health across the population, and between different groups within society, arising from the social determinants of health.",2026-05-16T10:22:54.210664
SAQ_0E6B8411_Q3,I. Public health,Medical sociology,"A local GP practice in an urban area is reviewing their population health data. They observe that the community has high rates of respiratory illness, poor housing quality, and low uptake of seasonal vaccinations.",A 45-year-old patient from this community is diagnosed with chronic obstructive pulmonary disease (COPD). The patient expects to be excused from their job in a factory and expects their family to take over household chores.,"According to the sociological theory developed by Talcott Parsons, what is the term for the set of social expectations and obligations that define the behavior of a person who is ill?",2,"[""The Sick Role"", ""Sick Role""]","[Subtopic: Medical sociology] The 'Sick Role' is a concept in medical sociology that describes the rights (e.g., exemption from normal social roles) and obligations (e.g., seeking professional help and wanting to get well) of an ill person.",2026-05-16T10:22:54.210666
SAQ_0E6B8411_Q4,I. Public health,Public health in practice – application of the principles of public health,"A local GP practice in an urban area is reviewing their population health data. They observe that the community has high rates of respiratory illness, poor housing quality, and low uptake of seasonal vaccinations.",The practice is considering implementing a new screening program for early detection of Type 2 Diabetes within their local population.,"According to the Wilson and Jungner criteria for screening, what must be available for patients who are identified as having the condition through a screening test?",2,"[""An accepted treatment"", ""Effective treatment"", ""Accepted management"", ""Treatment""]",[Subtopic: Public health in practice – application of the principles of public health] One of the key Wilson and Jungner criteria is that there should be an accepted treatment for patients with recognized disease.,2026-05-16T10:22:54.210667
SAQ_0E6B8411_Q5,I. Public health,Behaviour and society,"A local GP practice in an urban area is reviewing their population health data. They observe that the community has high rates of respiratory illness, poor housing quality, and low uptake of seasonal vaccinations.","The GP wants to reduce the overall risk of cardiovascular disease in the entire community by encouraging all local shops to reduce the salt content in their pre-packaged meals, rather than only advising high-risk individuals to change their diet.","Name the prevention strategy, described by Geoffrey Rose, which aims to shift the distribution of a risk factor in the whole population rather than targeting only those at high risk.",2,"[""Population approach"", ""The population strategy"", ""Population strategy of prevention"", ""Rose's population strategy""]","[Subtopic: Behaviour and society] Rose's population strategy focuses on the whole population, aiming to reduce the level of risk for everyone, which can result in a large total benefit even if the benefit to each individual is small.",2026-05-16T10:22:54.210669
